ID,stationName,Date,Time,Status,Frequency,df/dt,B345_BUSA_VS Magnitude,B345_BUSA_VS Angle,B345_BUSB_VS Magnitude,B345_BUSB_VS Angle,T115_T1X_VS Magnitude,T115_T1X_VS Angle,T115_T2X_VS Magnitude,T115_T2X_VS Angle,L345_3165_IS Magnitude,L345_3165_IS Angle,L345_3619_IS Magnitude,L345_3619_IS Angle,L345_3280_IS Magnitude,L345_3280_IS Angle,L345_3921_IS Magnitude,L345_3921_IS Angle,T115_T1X_IS Magnitude,T115_T1X_IS Angle,T115_T2X_IS Magnitude,T115_T2X_IS Angle
99999,XXXXX,1/7/2021,12:14:35.167,00 00,59.994999,0,356789.5938,76.208839,356428.5,76.243217,117906.625,84.367752,118385.875,72.971626,224.307297,126.210861,227.053925,125.168083,507.209167,99.024017,509.040253,99.430817,2031.583252,83.21611,787.36438,-108.213989
99999,XXXXX,1/7/2021,12:14:35.200,00 00,59.993999,0,356800.5313,76.134346,356439.4375,76.168732,117908.8203,84.293274,118383.6797,72.897141,224.307297,126.256706,227.053925,125.110786,508.124695,99.001099,509.040253,99.384979,2031.583252,83.147354,788.279968,-108.282753
99999,XXXXX,1/7/2021,12:14:35.233,00 00,59.993999,0,356789.5938,76.059868,356428.5,76.088516,117911.0078,84.213058,118385.875,72.816925,224.307297,126.268166,226.138382,124.858688,507.209167,98.989639,508.124695,99.396439,2030.667725,83.04995,787.36438,-108.328568
99999,XXXXX,1/7/2021,12:14:35.267,00 00,59.993999,0,356800.5313,75.991112,356428.5,76.01976,117917.5703,84.144302,118390.2578,72.748177,223.391754,125.981682,225.222839,124.767014,508.124695,98.955261,509.040253,99.127151,2030.667725,82.969734,787.36438,-108.328568
99999,XXXXX,1/7/2021,12:14:35.300,00 00,59.993999,0,356800.5313,75.910896,356428.5,75.939545,117917.5703,84.064087,118392.4375,72.673691,224.307297,125.947311,227.053925,124.761276,508.124695,98.852127,509.95578,99.109955,2030.667725,82.883789,788.279968,-108.494736
99999,XXXXX,1/7/2021,12:14:35.333,00 00,59.993999,0,356800.5313,75.836418,356428.5,75.865059,117919.75,83.989609,118392.4375,72.593468,223.391754,125.964493,226.138382,124.870148,507.209167,98.731804,509.95578,99.052666,2029.752197,82.82077,788.279968,-108.557762
99999,XXXXX,1/7/2021,12:14:35.367,00 00,59.993999,0,356811.4688,75.761932,356428.5,75.790581,117921.9453,83.915115,118392.4375,72.51899,223.391754,125.953033,226.138382,124.572197,507.209167,98.502625,509.040253,99.035477,2030.667725,82.734825,788.279968,-108.63224
99999,XXXXX,1/7/2021,12:14:35.400,00 00,59.993999,0,356822.4063,75.687447,356461.3438,75.716095,117926.3281,83.840637,118394.6328,72.450233,223.391754,125.695206,227.053925,124.663872,508.124695,98.508354,509.95578,98.966721,2030.667725,82.65461,786.448853,-108.72393
99999,XXXXX,1/7/2021,12:14:35.433,00 00,59.993999,0,356822.4063,75.607231,356450.4063,75.63588,117926.3281,83.760422,118396.8203,72.370018,224.307297,125.700928,227.053925,124.446159,507.209167,98.548462,509.040253,98.892235,2030.667725,82.574402,786.448853,-108.775482
99999,XXXXX,1/7/2021,12:14:35.467,00 00,59.993999,0,356822.4063,75.532745,356450.4063,75.561394,117928.5078,83.685936,118394.6328,72.29554,225.222839,125.930107,227.053925,124.503448,508.124695,98.57711,509.040253,98.869316,2029.752197,82.499916,786.448853,-108.827034
99999,XXXXX,1/7/2021,12:14:35.500,00 00,59.993999,0,356811.4688,75.45253,356450.4063,75.481178,117928.5078,83.605721,118394.6328,72.215324,224.307297,125.809792,227.053925,124.274269,508.124695,98.433876,509.95578,98.783371,2031.583252,82.419701,786.448853,-108.895805
99999,XXXXX,1/7/2021,12:14:35.533,00 00,59.993999,0,356833.3438,75.372322,356461.3438,75.400963,117930.6953,83.531242,118396.8203,72.140831,224.307297,125.317047,227.053925,124.30291,507.209167,98.330734,509.95578,98.674515,2031.583252,82.345215,786.448853,-109.084892
99999,XXXXX,1/7/2021,12:14:35.567,00 00,59.993999,0,356811.4688,75.292107,356450.4063,75.326485,117928.5078,83.451027,118394.6328,72.060623,223.391754,125.294121,227.053925,124.176872,506.29361,98.296364,509.040253,98.554192,2031.583252,82.259277,787.36438,-109.142181
99999,XXXXX,1/7/2021,12:14:35.600,00 00,59.993999,0,356822.4063,75.217621,356461.3438,75.251999,117930.6953,83.376541,118401.1953,71.980408,226.138382,125.21965,227.053925,123.844551,507.209167,98.164581,509.95578,98.508354,2031.583252,82.173332,786.448853,-109.147919
99999,XXXXX,1/7/2021,12:14:35.633,00 00,59.993999,0,356833.3438,75.148865,356472.2813,75.177513,117932.8906,83.296326,118401.1953,71.911652,224.307297,124.996193,227.053925,123.787247,507.209167,98.00415,509.040253,98.330734,2031.583252,82.104568,786.448853,-109.199471
99999,XXXXX,1/7/2021,12:14:35.667,00 00,59.993999,0,356833.3438,75.068649,356472.2813,75.097305,117932.8906,83.22184,118401.1953,71.831436,225.222839,124.915977,227.053925,123.775787,508.124695,98.027069,509.040253,98.433876,2030.667725,82.03582,786.448853,-109.342712
99999,XXXXX,1/7/2021,12:14:35.700,00 00,59.993999,0,356822.4063,74.988434,356472.2813,75.01709,117930.6953,83.141624,118399,71.751228,224.307297,124.847221,227.053925,123.615356,506.29361,97.843727,508.124695,98.23333,2028.83667,81.938416,786.448853,-109.34845
99999,XXXXX,1/7/2021,12:14:35.733,00 00,59.994999,0,356833.3438,74.919685,356472.2813,74.948326,117935.0703,83.067139,118407.7578,71.682472,224.307297,124.847221,227.969467,123.500778,506.29361,98.067177,508.124695,98.388039,2029.752197,81.898308,786.448853,-109.43438
99999,XXXXX,1/7/2021,12:14:35.767,00 00,59.993999,0,356833.3438,74.83374,356461.3438,74.862381,117932.8906,82.981201,118403.3828,71.596527,225.222839,124.744087,227.969467,123.351807,507.209167,97.958313,508.124695,98.147392,2028.83667,81.806641,786.448853,-109.560432
99999,XXXXX,1/7/2021,12:14:35.800,00 00,59.993999,0,356833.3438,74.759254,356461.3438,74.793633,117939.4531,82.906715,118409.9453,71.527771,224.307297,124.789932,227.053925,123.546608,505.378082,97.906746,507.209167,98.141663,2027.921143,81.709229,787.36438,-109.577621
99999,XXXXX,1/7/2021,12:14:35.833,00 00,59.993999,0,356844.2813,74.679039,356483.1875,74.707687,117939.4531,82.82077,118412.1406,71.441826,225.222839,124.572197,227.969467,123.466393,505.378082,97.660378,507.209167,97.912476,2028.83667,81.617554,786.448853,-109.669312
99999,XXXXX,1/7/2021,12:14:35.867,00 00,59.993999,0,356844.2813,74.610283,356483.1875,74.638931,117946.0156,82.752014,118412.1406,71.378799,225.222839,124.509171,227.969467,123.340347,506.29361,97.540054,507.209167,98.01561,2027.005615,81.537346,786.448853,-109.732307
99999,XXXXX,1/7/2021,12:14:35.900,00 00,59.993999,0,356844.2813,74.530067,356483.1875,74.558723,117946.0156,82.666077,118407.7578,71.292862,225.222839,124.096657,227.969467,123.099709,507.209167,97.436928,508.124695,97.889565,2027.921143,81.439941,787.36438,-109.841187
99999,XXXXX,1/7/2021,12:14:35.933,00 00,59.993999,0,356844.2813,74.455582,356483.1875,74.48996,117950.3984,82.591591,118409.9453,71.224106,225.222839,124.30291,227.969467,122.876251,507.209167,97.574432,508.124695,97.929665,2027.005615,81.376915,785.533325,-109.887024
99999,XXXXX,1/7/2021,12:14:35.967,00 00,59.993999,0,356866.1875,74.381104,356494.1563,74.409744,117952.5781,82.517097,118412.1406,71.14389,225.222839,124.297188,227.969467,122.967926,505.378082,97.471298,507.209167,97.752052,2027.005615,81.302429,786.448853,-109.990166
99999,XXXXX,1/7/2021,12:14:36.000,00 00,59.993999,0,356833.3438,74.306618,356472.2813,74.335266,117952.5781,82.442619,118405.5781,71.075134,225.222839,124.153946,227.969467,122.796036,506.29361,97.408272,506.29361,97.717674,2026.089966,81.205025,786.448853,-110.064636
99999,XXXXX,1/7/2021,12:14:36.033,00 00,59.993999,0,356855.25,74.220673,356483.1875,74.255051,117954.7734,82.356674,118405.5781,70.989189,225.222839,123.867462,227.053925,122.76165,505.378082,97.22493,507.209167,97.488495,2026.089966,81.130547,786.448853,-110.104744
99999,XXXXX,1/7/2021,12:14:36.067,00 00,59.993999,0,356833.3438,74.151924,356472.2813,74.180565,117952.5781,82.287918,118399,70.920433,224.307297,123.838814,227.969467,122.641335,505.378082,97.012932,506.29361,97.477028,2027.005615,81.033142,785.533325,-110.213623
99999,XXXXX,1/7/2021,12:14:36.100,00 00,59.993999,0,356855.25,74.08316,356483.1875,74.111816,117956.9609,82.21344,118401.1953,70.851685,224.307297,123.764336,227.969467,122.601227,506.29361,96.926987,508.124695,97.379623,2026.089966,80.975845,785.533325,-110.339653
99999,XXXXX,1/7/2021,12:14:36.133,00 00,59.993999,0,356855.25,74.014412,356483.1875,74.043053,117961.3359,82.144676,118409.9453,70.777199,225.222839,123.878922,227.969467,122.624146,505.378082,97.167633,507.209167,97.499947,2025.174438,80.907097,785.533325,-110.396942
99999,XXXXX,1/7/2021,12:14:36.167,00 00,59.993999,0,356855.25,73.939926,356483.1875,73.968575,117961.3359,82.07019,118407.7578,70.702713,226.138382,123.707031,227.969467,122.492363,506.29361,97.058769,508.124695,97.328056,2026.089966,80.844063,784.617798,-110.425598
99999,XXXXX,1/7/2021,12:14:36.200,00 00,59.993999,0,356866.1875,73.853981,356494.1563,73.882629,117961.3359,81.989983,118412.1406,70.622498,225.222839,123.684128,227.969467,122.423615,506.29361,97.030128,507.209167,97.242119,2026.089966,80.746658,785.533325,-110.534477
99999,XXXXX,1/7/2021,12:14:36.233,00 00,59.993999,0,356855.25,73.790955,356494.1563,73.819603,117961.3359,81.921227,118409.9453,70.553741,225.222839,123.51796,227.969467,122.532471,505.378082,96.926987,507.209167,97.202011,2026.089966,80.71228,786.448853,-110.631874
99999,XXXXX,1/7/2021,12:14:36.267,00 00,59.994999,0,356877.0938,73.716469,356505.0938,73.745125,117963.5234,81.846741,118418.7031,70.484993,224.307297,123.523682,227.969467,122.303291,503.546997,96.732185,506.29361,97.070229,2027.005615,80.614883,785.533325,-110.700615
99999,XXXXX,1/7/2021,12:14:36.300,00 00,59.993999,0,356866.1875,73.64772,356494.1563,73.676361,117959.1406,81.783714,118409.9453,70.416229,225.222839,123.477852,227.969467,122.223076,505.378082,96.64624,508.124695,97.030128,2026.089966,80.569046,785.533325,-110.752197
99999,XXXXX,1/7/2021,12:14:36.333,00 00,59.993999,0,356855.25,73.561775,356494.1563,73.596146,117956.9609,81.703499,118407.7578,70.336021,225.222839,123.168457,227.969467,122.045456,505.378082,96.502998,508.124695,96.955635,2027.005615,80.471642,785.533325,-110.849594
99999,XXXXX,1/7/2021,12:14:36.367,00 00,59.994999,0,356844.2813,73.504471,356483.1875,73.533127,117956.9609,81.64048,118407.7578,70.272995,226.138382,123.30024,227.969467,122.194435,506.29361,96.543114,507.209167,96.892616,2027.921143,80.408623,784.617798,-110.883965
99999,XXXXX,1/7/2021,12:14:36.400,00 00,59.994999,0,356866.1875,73.435722,356505.0938,73.464371,117954.7734,81.577454,118414.3203,70.209969,226.138382,122.973648,227.969467,121.764702,506.29361,96.417061,507.209167,96.82386,2027.921143,80.368515,784.617798,-110.946991
99999,XXXXX,1/7/2021,12:14:36.433,00 00,59.993999,0,356866.1875,73.361237,356494.1563,73.389885,117952.5781,81.502968,118412.1406,70.135483,225.222839,122.973648,227.969467,121.80481,505.378082,96.388405,506.29361,96.800941,2027.921143,80.271111,784.617798,-111.00428
99999,XXXXX,1/7/2021,12:14:36.467,00 00,59.994999,0,356855.25,73.281021,356483.1875,73.315399,117948.2109,81.428482,118416.5078,70.055267,226.138382,123.139816,228.884995,121.564171,505.378082,96.48008,507.209167,96.663429,2027.921143,80.202354,785.533325,-111.061577
99999,XXXXX,1/7/2021,12:14:36.500,00 00,59.994999,0,356855.25,73.217995,356483.1875,73.246651,117943.8203,81.365456,118414.3203,69.986519,224.307297,122.956467,227.969467,121.695953,504.462555,96.365494,508.124695,96.531654,2029.752197,80.156517,784.617798,-111.170448
99999,XXXXX,1/7/2021,12:14:36.533,00 00,59.994999,0,356855.25,73.149246,356494.1563,73.177887,117939.4531,81.2967,118412.1406,69.917755,225.222839,122.652794,227.969467,121.426666,505.378082,96.233711,508.124695,96.457169,2029.752197,80.10495,785.533325,-111.176186
99999,XXXXX,1/7/2021,12:14:36.567,00 00,59.993999,0,356844.2813,73.08049,356472.2813,73.109138,117935.0703,81.227951,118401.1953,69.849007,226.138382,122.54966,227.969467,121.489693,506.29361,96.050362,508.124695,96.462891,2029.752197,80.053383,785.533325,-111.262108
99999,XXXXX,1/7/2021,12:14:36.600,00 00,59.994999,0,356844.2813,73.005997,356483.1875,73.040382,117930.6953,81.159187,118407.7578,69.780251,225.222839,122.664253,227.969467,121.535522,505.378082,95.918587,507.209167,96.354034,2030.667725,79.978897,784.617798,-111.359535
99999,XXXXX,1/7/2021,12:14:36.633,00 00,59.993999,0,356844.2813,72.937248,356472.2813,72.965897,117926.3281,81.096169,118403.3828,69.705772,226.138382,122.658516,227.969467,121.524063,506.29361,96.03318,507.209167,96.411331,2031.583252,79.93306,785.533325,-111.393906
99999,XXXXX,1/7/2021,12:14:36.667,00 00,59.994999,0,356833.3438,72.868492,356472.2813,72.897141,117924.1328,81.021683,118407.7578,69.637009,226.138382,122.669975,228.884995,121.306343,505.378082,95.964424,507.209167,96.239441,2030.667725,79.881493,785.533325,-111.474113
99999,XXXXX,1/7/2021,12:14:36.700,00 00,59.993999,0,356822.4063,72.799736,356450.4063,72.828384,117917.5703,80.958656,118401.1953,69.56826,226.138382,122.555397,227.969467,121.249054,506.29361,95.964424,508.124695,96.164955,2031.583252,79.807014,784.617798,-111.525673
99999,XXXXX,1/7/2021,12:14:36.733,00 00,59.994999,0,356833.3438,72.73098,356461.3438,72.759628,117917.5703,80.8899,118407.7578,69.499504,225.222839,122.566856,227.969467,121.140182,505.378082,95.786804,508.124695,96.03318,2032.498779,79.749718,784.617798,-111.605888
99999,XXXXX,1/7/2021,12:14:36.767,00 00,59.994999,0,356833.3438,72.662231,356472.2813,72.690872,117911.0078,80.821152,118407.7578,69.430748,225.222839,122.366325,228.884995,121.19175,506.29361,95.655022,508.124695,95.970146,2033.414307,79.698151,784.617798,-111.709023
99999,XXXXX,1/7/2021,12:14:36.800,00 00,59.993999,0,356822.4063,72.587746,356461.3438,72.622124,117906.625,80.752388,118401.1953,69.361992,225.222839,122.205879,227.969467,121.18029,506.29361,95.47168,508.124695,95.838371,2033.414307,79.623665,785.533325,-111.731941
99999,XXXXX,1/7/2021,12:14:36.833,00 00,59.993999,0,356811.4688,72.51326,356439.4375,72.541908,117902.2578,80.67791,118399,69.281776,226.138382,122.286095,227.969467,121.105812,508.124695,95.443031,509.040253,95.884209,2033.414307,79.554909,784.617798,-111.823631
99999,XXXXX,1/7/2021,12:14:36.867,00 00,59.993999,0,356811.4688,72.438774,356439.4375,72.467422,117900.0625,80.603424,118396.8203,69.207298,226.138382,122.274651,227.969467,121.237595,508.124695,95.506058,509.040253,95.826912,2034.329834,79.480423,785.533325,-111.915291
99999,XXXXX,1/7/2021,12:14:36.900,00 00,59.993999,0,356800.5313,72.370018,356439.4375,72.398666,117897.8672,80.534668,118399,69.138535,226.138382,122.314751,227.969467,121.065704,508.124695,95.454491,509.040253,95.740967,2034.329834,79.405945,785.533325,-111.875183
99999,XXXXX,1/7/2021,12:14:36.933,00 00,59.994999,0,356800.5313,72.29554,356439.4375,72.324181,117897.8672,80.465912,118399,69.064049,225.222839,122.217339,227.053925,120.951111,507.209167,95.408653,508.124695,95.534706,2033.414307,79.354378,784.617798,-112.001244
99999,XXXXX,1/7/2021,12:14:36.967,00 00,59.993999,0,356800.5313,72.226776,356428.5,72.255432,117895.6797,80.391426,118399,68.9953,225.222839,121.948051,227.969467,120.830788,508.124695,95.122169,509.040253,95.528969,2033.414307,79.262703,784.617798,-112.06427
99999,XXXXX,1/7/2021,12:14:37.000,00 00,59.993999,0,356789.5938,72.152298,356428.5,72.180946,117897.8672,80.316948,118396.8203,68.920815,224.307297,121.970978,227.969467,120.882355,507.209167,95.036232,509.040253,95.420113,2033.414307,79.205406,785.533325,-112.207489
99999,XXXXX,1/7/2021,12:14:37.033,00 00,59.993999,0,356789.5938,72.072083,356417.5625,72.100723,117895.6797,80.236732,118390.2578,68.840599,225.222839,122.045456,227.969467,120.853706,507.209167,95.059151,509.95578,95.437294,2033.414307,79.108002,784.617798,-112.327812
99999,XXXXX,1/7/2021,12:14:37.067,00 00,59.993999,0,356789.5938,72.003326,356428.5,72.031975,117897.8672,80.162247,118388.0703,68.771843,225.222839,121.873566,227.969467,120.779221,508.124695,94.864342,509.040253,95.271141,2032.498779,79.050713,784.617798,-112.327812
99999,XXXXX,1/7/2021,12:14:37.100,00 00,59.994999,0,356778.6563,71.928848,356417.5625,71.957489,117895.6797,80.087761,118385.875,68.697357,226.138382,121.993896,227.969467,120.882355,508.124695,94.984657,509.040253,95.271141,2032.498779,78.987679,785.533325,-112.46534
99999,XXXXX,1/7/2021,12:14:37.133,00 00,59.993999,0,356789.5938,71.854355,356428.5,71.883011,117902.2578,80.007545,118392.4375,68.622879,225.222839,121.96524,227.969467,120.61879,506.29361,94.864342,509.040253,95.196655,2030.667725,78.878822,784.617798,-112.471054
99999,XXXXX,1/7/2021,12:14:37.167,00 00,59.993999,0,356778.6563,71.774139,356417.5625,71.808525,117900.0625,79.93306,118392.4375,68.548393,225.222839,122.091301,227.969467,120.681824,506.29361,94.956017,509.040253,95.122169,2030.667725,78.798607,784.617798,-112.539818
99999,XXXXX,1/7/2021,12:14:37.200,00 00,59.993999,0,356778.6563,71.688194,356428.5,71.72258,117904.4297,79.847115,118390.2578,68.462448,225.222839,121.5298,227.969467,120.492744,506.29361,94.681,509.040253,94.93882,2030.667725,78.695473,783.702271,-112.694511
99999,XXXXX,1/7/2021,12:14:37.233,00 00,59.993999,0,356778.6563,71.625175,356417.5625,71.653824,117906.625,79.778366,118388.0703,68.3937,225.222839,121.506882,227.053925,120.320862,506.29361,94.606514,509.040253,94.875801,2031.583252,78.609528,784.617798,-112.723167
99999,XXXXX,1/7/2021,12:14:37.267,00 00,59.993999,0,356800.5313,71.54496,356428.5,71.573608,117911.0078,79.698151,118385.875,68.313477,225.222839,121.111534,227.969467,120.120323,508.124695,94.262733,509.95578,94.646622,2031.583252,78.506401,784.617798,-112.803383
99999,XXXXX,1/7/2021,12:14:37.300,00 00,59.993999,0,356778.6563,71.470474,356406.625,71.499123,117911.0078,79.617935,118381.5078,68.238991,225.222839,121.294884,227.969467,120.286476,508.124695,94.377327,509.95578,94.784126,2030.667725,78.437645,784.617798,-112.90078
99999,XXXXX,1/7/2021,12:14:37.333,00 00,59.993999,0,356778.6563,71.395996,356406.625,71.424637,117913.1875,79.543457,118381.5078,68.164513,225.222839,121.466774,227.053925,120.166153,508.124695,94.337219,509.040253,94.646622,2029.752197,78.363159,784.617798,-113.009651
99999,XXXXX,1/7/2021,12:14:37.367,00 00,59.993999,0,356778.6563,71.310051,356417.5625,71.344429,117913.1875,79.457512,118385.875,68.078568,224.307297,121.489693,227.053925,120.108864,507.209167,94.371597,509.040253,94.606514,2028.83667,78.260025,784.617798,-113.003914
99999,XXXXX,1/7/2021,12:14:37.400,00 00,59.994999,0,356789.5938,71.241287,356417.5625,71.269943,117919.75,79.388748,118388.0703,68.009811,224.307297,121.398018,227.053925,120.085938,506.29361,94.182526,509.040253,94.451813,2029.752197,78.191269,785.533325,-113.129974
99999,XXXXX,1/7/2021,12:14:37.433,00 00,59.993999,0,356789.5938,71.161079,356406.625,71.189728,117919.75,79.30854,118381.5078,67.929596,224.307297,121.140182,226.138382,120.120323,507.209167,94.10231,509.040253,94.405975,2028.83667,78.128242,785.533325,-113.215897
99999,XXXXX,1/7/2021,12:14:37.467,00 00,59.993999,0,356778.6563,71.086594,356417.5625,71.120972,117921.9453,79.234055,118381.5078,67.86084,224.307297,121.140182,227.053925,120.097404,507.209167,93.901779,509.95578,94.320038,2027.921143,78.042305,785.533325,-113.33622
99999,XXXXX,1/7/2021,12:14:37.500,00 00,59.993999,0,356778.6563,71.006378,356406.625,71.035027,117921.9453,79.153839,118381.5078,67.774902,224.307297,121.140182,227.053925,120,507.209167,93.850204,509.95578,94.251274,2028.83667,77.95063,785.533325,-113.450829
99999,XXXXX,1/7/2021,12:14:37.533,00 00,59.993999,0,356778.6563,70.9319,356406.625,70.960541,117924.1328,79.073624,118377.1172,67.700409,224.307297,121.254776,227.053925,120.126045,509.040253,93.855942,509.95578,94.182526,2028.83667,77.876144,785.533325,-113.525307
99999,XXXXX,1/7/2021,12:14:37.567,00 00,59.993999,0,356778.6563,70.851685,356406.625,70.880325,117924.1328,78.999146,118377.1172,67.620201,225.222839,121.14592,226.138382,119.914055,509.040253,93.775726,509.95578,94.142418,2028.83667,77.807388,785.533325,-113.565414
99999,XXXXX,1/7/2021,12:14:37.600,00 00,59.993999,0,356767.6875,70.765739,356406.625,70.794388,117924.1328,78.9132,118374.9453,67.534256,223.391754,120.933922,226.138382,119.799469,508.124695,93.569458,509.95578,93.947617,2028.83667,77.704254,785.533325,-113.731575
99999,XXXXX,1/7/2021,12:14:37.633,00 00,59.993999,0,356767.6875,70.691254,356406.625,70.725632,117924.1328,78.844444,118377.1172,67.45977,224.307297,121.071426,226.138382,119.839577,507.209167,93.603836,509.95578,93.959068,2029.752197,77.612587,784.617798,-113.783134
99999,XXXXX,1/7/2021,12:14:37.667,00 00,59.993999,0,356767.6875,70.616776,356395.6875,70.645416,117921.9453,78.764229,118374.9453,67.385284,223.391754,120.739113,227.053925,119.736443,507.209167,93.420486,509.95578,93.878853,2028.83667,77.538094,785.533325,-113.857605
99999,XXXXX,1/7/2021,12:14:37.700,00 00,59.993999,0,356756.75,70.536552,356395.6875,70.565208,117919.75,78.684021,118372.75,67.299339,223.391754,120.555779,226.138382,119.553093,507.209167,93.409035,509.040253,93.724159,2029.752197,77.463615,785.533325,-113.880531
99999,XXXXX,1/7/2021,12:14:37.733,00 00,59.993999,0,356767.6875,70.456337,356395.6875,70.484993,117919.75,78.609528,118368.3672,67.224861,223.391754,120.446899,227.053925,119.409851,509.040253,93.32309,510.871307,93.603836,2030.667725,77.3834,785.533325,-113.977928
99999,XXXXX,1/7/2021,12:14:37.767,00 00,59.993999,0,356756.75,70.376122,356395.6875,70.404778,117919.75,78.529312,118370.5547,67.144646,224.307297,120.601608,226.138382,119.507263,509.95578,93.265793,509.95578,93.575188,2029.752197,77.320381,785.533325,-114.063881
99999,XXXXX,1/7/2021,12:14:37.800,00 00,59.993999,0,356745.8125,70.307373,356384.75,70.336021,117915.3828,78.454834,118366.1875,67.07016,224.307297,120.412537,225.222839,119.524445,509.040253,93.151199,509.95578,93.523621,2029.752197,77.240166,785.533325,-114.075356
99999,XXXXX,1/7/2021,12:14:37.833,00 00,59.993999,0,356745.8125,70.221428,356384.75,70.250076,117915.3828,78.374619,118370.5547,66.989952,223.391754,120.521393,226.138382,119.472878,508.124695,93.168381,509.95578,93.586647,2029.752197,77.154221,785.533325,-114.241493
99999,XXXXX,1/7/2021,12:14:37.867,00 00,59.993999,0,356745.8125,70.146942,356384.75,70.175591,117915.3828,78.300133,118372.75,66.909737,224.307297,120.441177,226.138382,119.289528,506.29361,93.088173,509.95578,93.363197,2030.667725,77.068275,784.617798,-114.293076
99999,XXXXX,1/7/2021,12:14:37.900,00 00,59.993999,0,356745.8125,70.066734,356384.75,70.101105,117913.1875,78.219917,118372.75,66.835243,223.391754,120.406799,226.138382,119.24942,507.209167,93.065254,509.95578,93.346001,2030.667725,77.005249,785.533325,-114.310257
99999,XXXXX,1/7/2021,12:14:37.933,00 00,59.993999,0,356734.875,69.986519,356384.75,70.01516,117911.0078,78.139709,118361.8047,66.755028,223.391754,120.028648,227.053925,118.951485,507.209167,92.755859,509.95578,93.191307,2030.667725,76.919304,785.533325,-114.447762
99999,XXXXX,1/7/2021,12:14:37.967,00 00,59.993999,0,356745.8125,69.906303,356373.7813,69.940681,117906.625,78.065224,118359.6094,66.68055,225.222839,120.057297,227.053925,118.968674,509.040253,92.790237,510.871307,93.237144,2030.667725,76.862007,785.533325,-114.591003
99999,XXXXX,1/7/2021,12:14:38.000,00 00,59.993999,0,356723.9375,69.820358,356362.8438,69.849007,117906.625,77.979279,118357.4297,66.594604,224.307297,120.040108,227.053925,118.779602,508.124695,92.664185,509.95578,93.099632,2030.667725,76.758873,785.533325,-114.631104
99999,XXXXX,1/7/2021,12:14:38.033,00 00,59.993999,0,356723.9375,69.745872,356362.8438,69.774521,117904.4297,77.904793,118357.4297,66.514389,224.307297,119.856758,227.053925,118.687927,508.124695,92.715744,509.040253,92.990768,2031.583252,76.695854,784.617798,-114.734245
99999,XXXXX,1/7/2021,12:14:38.067,00 00,59.993,0,356723.9375,69.659935,356362.8438,69.688576,117900.0625,77.818855,118353.0469,66.428444,224.307297,119.736443,227.053925,118.430099,509.040253,92.721481,509.95578,92.904831,2032.498779,76.609909,784.617798,-114.814453
99999,XXXXX,1/7/2021,12:14:38.100,00 00,59.993999,0,356713,69.57972,356351.9063,69.60836,117897.8672,77.744362,118355.2422,66.348228,224.307297,119.667686,227.969467,118.384254,507.209167,92.646996,509.95578,92.818886,2032.498779,76.535423,784.617798,-114.883194
99999,XXXXX,1/7/2021,12:14:38.133,00 00,59.993999,0,356723.9375,69.493774,356362.8438,69.522423,117900.0625,77.652695,118353.0469,66.262291,224.307297,119.449951,227.053925,118.252472,508.124695,92.503761,509.95578,92.641266,2032.498779,76.432289,784.617798,-114.929039
99999,XXXXX,1/7/2021,12:14:38.167,00 00,59.993999,0,356713,69.413559,356351.9063,69.442207,117900.0625,77.578201,118353.0469,66.187805,224.307297,119.329636,227.053925,118.223824,508.124695,92.308945,509.95578,92.595428,2033.414307,76.36927,784.617798,-115.095207
99999,XXXXX,1/7/2021,12:14:38.200,00 00,59.993999,0,356713,69.327614,356340.9688,69.356262,117897.8672,77.492256,118353.0469,66.09613,224.307297,119.20359,227.053925,117.931618,508.124695,92.211548,509.040253,92.515213,2033.414307,76.271858,784.617798,-115.123833
99999,XXXXX,1/7/2021,12:14:38.233,00 00,59.993,0,356713,69.235939,356340.9688,69.264587,117893.5,77.400589,118348.6797,66.004463,224.307297,119.146301,227.053925,118.006104,508.124695,92.148521,509.040253,92.57251,2032.498779,76.168732,784.617798,-115.226974
99999,XXXXX,1/7/2021,12:14:38.267,00 00,59.993,0,356713,69.155724,356340.9688,69.184372,117893.5,77.326111,118348.6797,65.92997,225.222839,119.134834,227.969467,117.966003,508.124695,92.159981,509.95578,92.532402,2034.329834,76.122894,784.617798,-115.31292
99999,XXXXX,1/7/2021,12:14:38.300,00 00,59.993,0,356702.0625,69.064049,356340.9688,69.098427,117891.3047,77.234436,118346.4844,65.832573,225.222839,118.951485,227.969467,117.839943,508.124695,92.188629,509.040253,92.354782,2033.414307,76.02549,784.617798,-115.410324
99999,XXXXX,1/7/2021,12:14:38.333,00 00,59.993999,0,356702.0625,68.983841,356330.0313,69.018211,117891.3047,77.15995,118344.2891,65.758087,225.222839,118.876999,227.053925,117.622223,508.124695,91.976631,509.040253,92.211548,2033.414307,75.945274,784.617798,-115.496269
99999,XXXXX,1/7/2021,12:14:38.367,00 00,59.993,0,356702.0625,68.897896,356330.0313,68.926544,117889.1172,77.068275,118344.2891,65.666412,225.222839,118.831169,227.969467,117.582115,507.209167,91.844856,509.040253,92.154251,2034.329834,75.870796,784.617798,-115.599411
